Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
192.168.10.3-192.168.10.5-53-61685-17,192.168.10.5,61685,192.168.10.3,53,17,7/7/2017 3:30,23777,2,2,148,312,74,74,74,0,156,156,156,0,19346.42722,168.2298019,7925.666667,13683.50855,23726,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,64,84.11490095,84.11490095,74,156,106.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,133.5,74,156,40,0,0,0,0,0,0,2,148,2,312,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-63230-17,192.168.10.5,63230,192.168.10.3,53,17,7/7/2017 3:30,171,2,2,78,110,39,39,39,0,55,55,55,0,1099415.205,23391.81287,57,59.01694672,120,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,11695.90643,11695.90643,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39,55,40,0,0,0,0,0,0,2,78,2,110,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-64036-17,192.168.10.5,64036,192.168.10.3,53,17,7/7/2017 3:30,352,2,2,62,246,31,31,31,0,123,123,123,0,875000,11363.63636,117.3333333,100.3809411,191,3,3,3,0,3,3,191,191,0,191,191,0,0,0,0,64,64,5681.818182,5681.818182,31,123,67.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,84.75,31,123,64,0,0,0,0,0,0,2,62,2,246,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-56557-17,192.168.10.5,56557,192.168.10.3,53,17,7/7/2017 3:30,183278,4,2,136,214,34,34,34,0,107,107,107,0,1909.667281,32.7371534,36655.6,68959.82399,158533,4,24696,8232,14212.36071,24643,4,49,49,0,49,49,0,0,0,0,80,40,21.82476893,10.91238447,34,107,54.85714286,35.62035266,1268.809524,0,0,0,0,0,0,0,0,0,64,34,107,80,0,0,0,0,0,0,4,136,2,214,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-63705-17,192.168.10.5,63705,192.168.10.3,53,17,7/7/2017 3:30,167,2,2,90,122,45,45,45,0,61,61,61,0,1269461.078,23952.09581,55.66666667,56.88878038,116,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,11976.0479,11976.0479,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45,61,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-56374-17,192.168.10.5,56374,192.168.10.3,53,17,7/7/2017 3:30,24376,2,2,80,424,40,40,40,0,212,212,212,0,20676.07483,164.095832,8125.333333,14029.34091,24325,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,40,82.04791598,82.04791598,40,212,108.8,94.20827989,8875.2,0,0,0,0,0,0,0,0,1,136,40,212,64,0,0,0,0,0,0,2,80,2,424,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-59962-17,192.168.10.5,59962,192.168.10.3,53,17,7/7/2017 3:30,193,2,2,146,210,73,73,73,0,105,105,105,0,1844559.585,20725.3886,64.33333333,70.92484285,142,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,10362.6943,10362.6943,73,105,85.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,107.25,73,105,64,0,0,0,0,0,0,2,146,2,210,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-56839-17,192.168.10.5,56839,192.168.10.3,53,17,7/7/2017 3:30,255,2,2,148,404,74,74,74,0,202,202,202,0,2164705.882,15686.27451,85,63.22183167,158,48,48,48,0,48,48,49,49,0,49,49,0,0,0,0,40,40,7843.137255,7843.137255,74,202,125.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,156.5,74,202,40,0,0,0,0,0,0,2,148,2,404,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-65176-17,192.168.10.5,65176,192.168.10.3,53,17,7/7/2017 3:30,23593,2,2,70,226,35,35,35,0,113,113,113,0,12546.09418,169.5418132,7864.333333,13537.42045,23496,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,40,64,84.77090662,84.77090662,35,113,66.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,82.75,35,113,40,0,0,0,0,0,0,2,70,2,226,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-55584-17,192.168.10.5,55584,192.168.10.3,53,17,7/7/2017 3:30,190,2,2,68,196,34,34,34,0,98,98,98,0,1389473.684,21052.63158,63.33333333,68.63186821,138,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,10526.31579,10526.31579,34,98,59.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,74.5,34,98,40,0,0,0,0,0,0,2,68,2,196,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-64016-17,192.168.10.5,64016,192.168.10.3,53,17,7/7/2017 3:30,24814,4,4,136,392,34,34,34,0,98,98,98,0,21278.31063,322.3986459,3544.857143,9199.766092,24407,0,24505,8168.333333,14104.68583,24455,2,359,119.6666667,123.2652965,262,48,0,0,0,0,144,128,161.199323,161.199323,34,98,62.44444444,33.73096171,1137.777778,0,0,0,0,0,0,0,0,1,70.25,34,98,144,0,0,0,0,0,0,4,136,4,392,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-64148-17,192.168.10.5,64148,192.168.10.3,53,17,7/7/2017 3:30,38654,4,4,160,1440,40,40,40,0,360,360,360,0,41392.87008,206.9643504,5522,14300.9513,37952,3,38387,12795.66667,22156.68261,38380,3,38271,12757,22011.76769,38174,48,0,0,0,0,104,104,103.4821752,103.4821752,40,360,182.2222222,168.6548085,28444.44444,0,0,0,0,0,0,0,0,1,205,40,360,104,0,0,0,0,0,0,4,160,4,1440,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-52093-17,192.168.10.5,52093,192.168.10.3,53,17,7/7/2017 3:30,24545,2,2,80,202,40,40,40,0,101,101,101,0,11489.10165,162.9659809,8181.666667,14126.04776,24493,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,40,81.48299043,81.48299043,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40,101,64,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-59376-17,192.168.10.5,59376,192.168.10.3,53,17,7/7/2017 3:30,238,2,2,66,386,33,33,33,0,193,193,193,0,1899159.664,16806.72269,79.33333333,97.12020044,188,1,49,49,0,49,49,1,1,0,1,1,0,0,0,0,64,64,8403.361345,8403.361345,33,193,97,87.6356092,7680,0,0,0,0,0,0,0,0,1,121.25,33,193,64,0,0,0,0,0,0,2,66,2,386,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-62854-17,192.168.10.5,62854,192.168.10.3,53,17,7/7/2017 3:30,51511,2,2,64,120,32,32,32,0,60,60,60,0,3572.052571,77.65331677,17170.33333,29695.73094,51460,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,64,38.82665838,38.82665838,32,60,43.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,54,32,60,40,0,0,0,0,0,0,2,64,2,120,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-58929-17,192.168.10.5,58929,192.168.10.3,53,17,7/7/2017 3:30,25202,4,4,136,448,34,34,34,0,112,112,112,0,23172.76407,317.4351242,3600.285714,8803.625876,23532,3,25040,8346.666667,14412.70101,24989,3,1622,540.6666667,851.5916471,1524,49,0,0,0,0,128,104,158.7175621,158.7175621,34,112,68.66666667,41.10960958,1690,0,0,0,0,0,0,0,0,1,77.25,34,112,128,0,0,0,0,0,0,4,136,4,448,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-64666-17,192.168.10.5,64666,192.168.10.3,53,17,7/7/2017 3:30,24611,4,4,200,444,50,50,50,0,111,111,111,0,26167.16103,325.0579009,3515.857143,9070.228616,24084,1,24410,8136.666667,14091.38802,24408,1,526,175.3333333,219.6823464,429,48,0,0,0,0,80,80,162.5289505,162.5289505,50,111,77.11111111,32.14982288,1033.611111,0,0,0,0,0,0,0,0,1,86.75,50,111,80,0,0,0,0,0,0,4,200,4,444,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-49461-17,192.168.10.5,49461,192.168.10.3,53,17,7/7/2017 3:30,169,2,2,64,188,32,32,32,0,94,94,94,0,1491124.26,23668.63905,56.33333333,56.95904962,117,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,11834.31953,11834.31953,32,94,56.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,71,32,94,40,0,0,0,0,0,0,2,64,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-49817-17,192.168.10.5,49817,192.168.10.3,53,17,7/7/2017 3:30,75706,4,2,292,314,73,73,73,0,157,157,157,0,8004.649565,79.25395609,15141.2,21090.31323,43347,3,43353,14451,25024.67007,43347,3,3,3,0,3,3,0,0,0,0,128,64,52.83597073,26.41798536,73,157,97,40.98780306,1680,0,0,0,0,0,0,0,0,0,113.1666667,73,157,128,0,0,0,0,0,0,4,292,2,314,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-56769-17,192.168.10.5,56769,192.168.10.3,53,17,7/7/2017 3:30,185,2,2,68,100,34,34,34,0,50,50,50,0,908108.1081,21621.62162,61.66666667,66.56074919,134,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,10810.81081,10810.81081,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34,50,64,0,0,0,0,0,0,2,68,2,100,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-62401-17,192.168.10.5,62401,192.168.10.3,53,17,7/7/2017 3:30,1060,2,2,78,208,39,39,39,0,104,104,104,0,269811.3208,3773.584906,353.3333333,528.8528466,964,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,40,40,1886.792453,1886.792453,39,104,65,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,81.25,39,104,40,0,0,0,0,0,0,2,78,2,208,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-61743-17,192.168.10.5,61743,192.168.10.3,53,17,7/7/2017 3:30,28979,4,4,168,568,42,42,42,0,142,142,142,0,25397.70178,276.0619759,4139.857143,8906.693278,23939,3,28773,9591,16606.90314,28767,3,5037,1679,2823.242816,4939,49,0,0,0,0,128,104,138.030988,138.030988,42,142,86.44444444,52.70462767,2777.777778,0,0,0,0,0,0,0,0,1,97.25,42,142,128,0,0,0,0,0,0,4,168,4,568,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-56996-17,192.168.10.5,56996,192.168.10.3,53,17,7/7/2017 3:30,196,2,2,60,264,30,30,30,0,132,132,132,0,1653061.224,20408.16327,65.33333333,107.9645003,190,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,10204.08163,10204.08163,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-63840-17,192.168.10.5,63840,192.168.10.3,53,17,7/7/2017 3:30,49924,4,2,156,160,39,39,39,0,80,80,80,0,6329.621024,120.1826777,9984.8,13649.1345,25263,4,24614,8204.666667,14203.97132,24606,4,47,47,0,47,47,0,0,0,0,80,40,80.12178511,40.06089256,39,80,50.71428571,20.0059515,400.2380952,0,0,0,0,0,0,0,0,0,59.16666667,39,80,80,0,0,0,0,0,0,4,156,2,160,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-51412-17,192.168.10.5,51412,192.168.10.3,53,17,7/7/2017 3:30,183,2,2,82,114,41,41,41,0,57,57,57,0,1071038.251,21857.9235,61,64.83826031,131,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,64,10928.96175,10928.96175,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41,57,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-50585-17,192.168.10.5,50585,192.168.10.3,53,17,7/7/2017 3:30,208,2,2,60,264,30,30,30,0,132,132,132,0,1557692.308,19230.76923,69.33333333,78.50053078,156,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,9615.384615,9615.384615,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-55600-17,192.168.10.5,55600,192.168.10.3,53,17,7/7/2017 3:30,184,2,2,82,206,41,41,41,0,103,103,103,0,1565217.391,21739.13043,61.33333333,66.0176744,133,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,10869.56522,10869.56522,41,103,65.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,82.25,41,103,64,0,0,0,0,0,0,2,82,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-51117-17,192.168.10.5,51117,192.168.10.3,53,17,7/7/2017 3:30,248,2,2,60,264,30,30,30,0,132,132,132,0,1306451.613,16129.03226,82.66666667,102.275771,198,3,3,3,0,3,3,47,47,0,47,47,0,0,0,0,40,40,8064.516129,8064.516129,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-65091-17,192.168.10.5,65091,192.168.10.3,53,17,7/7/2017 3:30,185,2,2,56,312,28,28,28,0,156,156,156,0,1989189.189,21621.62162,61.66666667,101.6136474,179,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10810.81081,10810.81081,28,156,79.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,99,28,156,64,0,0,0,0,0,0,2,56,2,312,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-63702-17,192.168.10.5,63702,192.168.10.3,53,17,7/7/2017 3:30,46770,4,2,124,234,31,31,31,0,117,117,117,0,7654.479367,128.2873637,9354,12843.18278,24799,3,24806,8268.666667,14315.68861,24799,3,3,3,0,3,3,0,0,0,0,128,40,85.52490913,42.76245456,31,117,55.57142857,41.96370314,1760.952381,0,0,0,0,0,0,0,0,0,64.83333333,31,117,128,0,0,0,0,0,0,4,124,2,234,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-50750-17,192.168.10.5,50750,192.168.10.3,53,17,7/7/2017 3:30,190,2,2,60,264,30,30,30,0,132,132,132,0,1705263.158,21052.63158,63.33333333,104.5003987,184,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,10526.31579,10526.31579,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-59958-17,192.168.10.5,59958,192.168.10.3,53,17,7/7/2017 3:30,152,2,2,82,114,41,41,41,0,57,57,57,0,1289473.684,26315.78947,50.66666667,82.56108849,146,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13157.89474,13157.89474,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41,57,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-64910-17,192.168.10.5,64910,192.168.10.3,53,17,7/7/2017 3:30,47829,4,2,140,238,35,35,35,0,119,119,119,0,7903.15499,125.4469046,9565.8,20419.92071,46069,3,46076,15358.66667,26595.92883,46069,3,3,3,0,3,3,0,0,0,0,104,64,83.63126973,41.81563487,35,119,59,40.98780306,1680,0,0,0,0,0,0,0,0,0,68.83333333,35,119,104,0,0,0,0,0,0,4,140,2,238,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-61272-17,192.168.10.5,61272,192.168.10.3,53,17,7/7/2017 3:30,23968,2,2,56,312,28,28,28,0,156,156,156,0,15353.80507,166.8891856,7989.333333,13831.86908,23961,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,64,83.44459279,83.44459279,28,156,79.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,99,28,156,40,0,0,0,0,0,0,2,56,2,312,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-58795-17,192.168.10.5,58795,192.168.10.3,53,17,7/7/2017 3:30,23881,2,2,82,114,41,41,41,0,57,57,57,0,8207.361501,167.4971735,7960.333333,13781.63961,23874,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,83.74858674,83.74858674,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41,57,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-55407-17,192.168.10.5,55407,192.168.10.3,53,17,7/7/2017 3:30,196,2,2,76,140,38,38,38,0,70,70,70,0,1102040.816,20408.16327,65.33333333,72.56950691,145,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,10204.08163,10204.08163,38,70,50.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,63.5,38,70,64,0,0,0,0,0,0,2,76,2,140,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-60220-17,192.168.10.5,60220,192.168.10.3,53,17,7/7/2017 3:30,101294,4,2,180,326,45,45,45,0,163,163,163,0,4995.360041,59.23351827,20258.8,33105.04969,76232,3,24997,8332.333333,14426.82853,24991,3,65,65,0,65,65,0,0,0,0,80,64,39.48901218,19.74450609,45,163,78.71428571,57.5781043,3315.238095,0,0,0,0,0,0,0,0,0,91.83333333,45,163,80,0,0,0,0,0,0,4,180,2,326,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-60592-17,192.168.10.5,60592,192.168.10.3,53,17,7/7/2017 3:30,173,2,2,70,166,35,35,35,0,83,83,83,0,1364161.85,23121.38728,57.66666667,93.82075108,166,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,11560.69364,11560.69364,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35,83,40,0,0,0,0,0,0,2,70,2,166,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-65200-17,192.168.10.5,65200,192.168.10.3,53,17,7/7/2017 3:30,23761,2,2,56,212,28,28,28,0,106,106,106,0,11278.98657,168.3430832,7920.333333,13712.35758,23754,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,84.1715416,84.1715416,28,106,59.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,74,28,106,40,0,0,0,0,0,0,2,56,2,212,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-60044-17,192.168.10.5,60044,192.168.10.3,53,17,7/7/2017 3:30,23567,2,2,82,212,41,41,41,0,106,106,106,0,12475.07107,169.7288581,7855.666667,13599.48559,23559,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,40,84.86442907,84.86442907,41,106,67,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,83.75,41,106,64,0,0,0,0,0,0,2,82,2,212,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-52974-17,192.168.10.5,52974,192.168.10.3,53,17,7/7/2017 3:30,47988,2,2,70,166,35,35,35,0,83,83,83,0,4917.896141,83.35417188,15996,27698.95651,47980,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,41.67708594,41.67708594,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35,83,40,0,0,0,0,0,0,2,70,2,166,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-65143-17,192.168.10.5,65143,192.168.10.3,53,17,7/7/2017 3:30,59808,4,2,152,188,38,38,38,0,94,94,94,0,5684.858213,100.3210273,11961.6,16826.45262,35377,3,24428,8142.666667,14097.45021,24421,3,3,3,0,3,3,0,0,0,0,104,40,66.88068486,33.44034243,38,94,54,27.32520204,746.6666667,0,0,0,0,0,0,0,0,0,63,38,94,104,0,0,0,0,0,0,4,152,2,188,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-61612-17,192.168.10.5,61612,192.168.10.3,53,17,7/7/2017 3:30,165,2,2,82,114,41,41,41,0,57,57,57,0,1187878.788,24242.42424,55,88.33459119,157,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,12121.21212,12121.21212,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41,57,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-57227-17,192.168.10.5,57227,192.168.10.3,53,17,7/7/2017 3:30,69668,4,2,144,264,36,36,36,0,132,132,132,0,5856.347247,86.12275363,13933.6,19923.28362,42964,3,26700,8900,15410.05603,26694,3,4,4,0,4,4,0,0,0,0,80,40,57.41516909,28.70758454,36,132,63.42857143,46.8432035,2194.285714,0,0,0,0,0,0,0,0,0,74,36,132,80,0,0,0,0,0,0,4,144,2,264,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-60375-17,192.168.10.5,60375,192.168.10.3,53,17,7/7/2017 3:30,23796,2,2,102,202,51,51,51,0,101,101,101,0,12775.25635,168.0954782,7932,13733.43085,23790,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,84.04773912,84.04773912,51,101,71,27.38612788,750,0,0,0,0,0,0,0,0,1,88.75,51,101,64,0,0,0,0,0,0,2,102,2,202,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-55283-17,192.168.10.5,55283,192.168.10.3,53,17,7/7/2017 3:30,166,2,2,82,212,41,41,41,0,106,106,106,0,1771084.337,24096.38554,55.33333333,88.91194146,158,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,12048.19277,12048.19277,41,106,67,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,83.75,41,106,64,0,0,0,0,0,0,2,82,2,212,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-50165-17,192.168.10.5,50165,192.168.10.3,53,17,7/7/2017 3:30,69424,4,2,180,306,45,45,45,0,153,153,153,0,7000.460936,86.42544365,13884.8,20189.28747,44329,1,25091,8363.666667,14481.96555,25086,1,4,4,0,4,4,0,0,0,0,80,40,57.61696243,28.80848122,45,153,75.85714286,52.69860394,2777.142857,0,0,0,0,0,0,0,0,0,88.5,45,153,80,0,0,0,0,0,0,4,180,2,306,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-56357-17,192.168.10.5,56357,192.168.10.3,53,17,7/7/2017 3:30,390,2,2,102,166,51,51,51,0,83,83,83,0,687179.4872,10256.41026,130,220.837044,385,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,5128.205128,5128.205128,51,83,63.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,79.75,51,83,40,0,0,0,0,0,0,2,102,2,166,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-62376-17,192.168.10.5,62376,192.168.10.3,53,17,7/7/2017 3:30,218,2,2,60,264,30,30,30,0,132,132,132,0,1486238.532,18348.62385,72.66666667,119.8012243,211,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,80,80,9174.311927,9174.311927,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,80,0,0,0,0,0,0,2,60,2,264,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-60215-17,192.168.10.5,60215,192.168.10.3,53,17,7/7/2017 3:30,59909,2,2,70,166,35,35,35,0,83,83,83,0,3939.30795,66.76793136,19969.66667,34582.4151,59902,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,33.38396568,33.38396568,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35,83,40,0,0,0,0,0,0,2,70,2,166,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-63471-17,192.168.10.5,63471,192.168.10.3,53,17,7/7/2017 3:30,115804,4,4,116,892,29,29,29,0,223,223,223,0,8704.362544,69.08224241,16543.42857,34302.27187,91673,3,115592,38530.66667,66731.87616,115586,3,91891,30630.33333,53047.23141,91884,3,0,0,0,0,80,80,34.5411212,34.5411212,29,223,115.2222222,102.2469777,10454.44444,0,0,0,0,0,0,0,0,1,129.625,29,223,80,0,0,0,0,0,0,4,116,4,892,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
